Word: serai, Count: 697, Score: ⬛⬛⬛🟨⬛
Word: dorms, Count: 1877, Score: ⬛⬛⬛⬛⬛
Word: fyces, Count: 1877, Score: ⬛⬛⬛⬛⬛
Word: jedis, Count: 1877, Score: ⬛⬛⬛⬛⬛
Word: manus, Count: 1877, Score: ⬛⬛⬛⬛⬛
Word: namus, Count: 1877, Score: ⬛⬛⬛⬛⬛
Word: bizes, Count: 1878, Score: ⬛⬛⬛⬛⬛
Word: clews, Count: 1878, Score: ⬛⬛⬛⬛⬛
Word: geyan, Count: 1878, Score: ⬛⬛⬛⬛⬛
Word: gynae, Count: 1878, Score: ⬛⬛⬛⬛⬛
Word: padle, Count: 1878, Score: ⬛⬛⬛⬛⬛
Word: paled, Count: 1878, Score: ⬛⬛⬛⬛⬛
Word: pedal, Count: 1878, Score: ⬛⬛⬛⬛⬛
Word: plead, Count: 1878, Score: ⬛⬛⬛⬛⬛
Word: reset, Count: 1878, Score: ⬛⬛🟨⬛⬛
Word: visor, Count: 1878, Score: ⬛⬛🟨⬛⬛
Word: wised, Count: 1878, Score: ⬛⬛🟨⬛⬛
Word: paiks, Count: 1879, Score: ⬛⬛⬛⬛⬛
Word: pikas, Count: 1879, Score: ⬛⬛⬛⬛⬛
Word: runts, Count: 1879, Score: ⬛⬛⬛⬛⬛
Word: tsked, Count: 1879, Score: ⬛🟨⬛⬛⬛
Word: turns, Count: 1879, Score: ⬛⬛⬛⬛⬛
Word: sonly, Count: 1880, Score: ⬛⬛⬛⬛⬛
Word: wanle, Count: 1880, Score: ⬛⬛⬛⬛⬛
Word: carol, Count: 1881, Score: ⬛⬛⬛⬛⬛
Word: chest, Count: 1881, Score: ⬛⬛⬛⬛⬛
Word: claro, Count: 1881, Score: ⬛⬛⬛⬛⬛
Word: coral, Count: 1881, Score: ⬛⬛⬛⬛⬛
Word: parol, Count: 1881, Score: ⬛⬛⬛⬛⬛
Word: polar, Count: 1881, Score: ⬛⬛⬛⬛⬛
Word: poral, Count: 1881, Score: ⬛⬛⬛⬛⬛
Word: techs, Count: 1881, Score: ⬛⬛⬛⬛⬛
Word: blays, Count: 1882, Score: ⬛⬛⬛⬛⬛
Word: maiko, Count: 1882, Score: ⬛⬛⬛⬛⬛
Word: pizes, Count: 1882, Score: ⬛⬛⬛⬛⬛
Word: punas, Count: 1882, Score: ⬛⬛⬛⬛⬛
Word: adorn, Count: 1883, Score: ⬛⬛⬛⬛⬛
Word: andro, Count: 1883, Score: ⬛⬛⬛⬛⬛
Word: armed, Count: 1883, Score: ⬛⬛⬛⬛⬛
Word: casco, Count: 1883, Score: ⬛⬛⬛⬛⬛
Word: cocas, Count: 1883, Score: ⬛⬛⬛⬛⬛
Word: derma, Count: 1883, Score: ⬛⬛⬛⬛⬛
Word: dream, Count: 1883, Score: ⬛⬛⬛⬛⬛
Word: madre, Count: 1883, Score: ⬛⬛⬛⬛⬛
Word: radon, Count: 1883, Score: ⬛⬛⬛⬛⬛
Word: socas, Count: 1883, Score: ⬛⬛⬛⬛⬛
Word: gamer, Count: 1884, Score: ⬛⬛⬛⬛⬛
Word: grame, Count: 1884, Score: ⬛⬛⬛⬛⬛
Word: marge, Count: 1884, Score: ⬛⬛⬛⬛⬛
Word: oorie, Count: 1884, Score: ⬛⬛⬛⬛⬛
Word: plays, Count: 1884, Score: ⬛⬛⬛⬛⬛
Word: regma, Count: 1884, Score: ⬛⬛⬛⬛⬛
Word: rorie, Count: 1884, Score: ⬛⬛⬛⬛⬛
Word: splay, Count: 1884, Score: ⬛⬛⬛⬛⬛
Word: spyal, Count: 1884, Score: ⬛⬛⬛⬛⬛
Word: mixes, Count: 1885, Score: ⬛⬛⬛⬛⬛
Word: pious, Count: 1885, Score: ⬛⬛⬛⬛⬛
Word: spayd, Count: 1885, Score: ⬛⬛⬛⬛⬛
Word: bonie, Count: 1886, Score: ⬛⬛⬛⬛🟨
Word: devis, Count: 1886, Score: ⬛⬛⬛⬛⬛
Word: dives, Count: 1886, Score: ⬛⬛⬛⬛⬛
Word: jibes, Count: 1886, Score: ⬛⬛⬛⬛⬛
Word: sedum, Count: 1886, Score: ⬛⬛⬛⬛⬛
Word: degus, Count: 1887, Score: ⬛⬛⬛⬛⬛
Word: gudes, Count: 1887, Score: ⬛⬛⬛⬛⬛
Word: loper, Count: 1887, Score: ⬛⬛⬛⬛⬛
Word: poler, Count: 1887, Score: ⬛⬛⬛⬛⬛
Word: prole, Count: 1887, Score: ⬛⬛⬛⬛⬛
Word: pryse, Count: 1887, Score: ⬛⬛⬛🟨⬛
Word: vibes, Count: 1887, Score: ⬛⬛⬛⬛⬛
Word: bathe, Count: 1888, Score: ⬛⬛⬛⬛⬛
Word: beath, Count: 1888, Score: ⬛⬛⬛⬛⬛
Word: fayne, Count: 1888, Score: ⬛⬛⬛⬛⬛
Word: gyals, Count: 1888, Score: ⬛⬛⬛⬛⬛
Word: gybes, Count: 1888, Score: ⬛⬛⬛⬛⬛
Word: rynds, Count: 1888, Score: ⬛⬛⬛⬛🟩
Word: cours, Count: 1889, Score: ⬛⬛⬛⬛⬛
Word: dolia, Count: 1889, Score: ⬛⬛⬛⬛🟨
Word: fasci, Count: 1889, Score: ⬛⬛🟨⬛⬛
Word: idola, Count: 1889, Score: ⬛⬛⬛⬛🟨
Word: leets, Count: 1889, Score: ⬛⬛⬛⬛⬛
Word: lests, Count: 1889, Score: ⬛⬛⬛⬛⬛
Word: scour, Count: 1889, Score: ⬛⬛⬛⬛⬛
Word: sleet, Count: 1889, Score: ⬛⬛⬛⬛⬛
Word: steel, Count: 1889, Score: ⬛⬛⬛⬛⬛
Word: stele, Count: 1889, Score: ⬛⬛⬛⬛⬛
Word: stell, Count: 1889, Score: ⬛⬛⬛⬛⬛
Word: teels, Count: 1889, Score: ⬛⬛⬛⬛⬛
Word: teles, Count: 1889, Score: ⬛⬛⬛⬛⬛
Word: tells, Count: 1889, Score: ⬛⬛⬛⬛⬛
Word: acker, Count: 1890, Score: ⬛⬛⬛⬛⬛
Word: crake, Count: 1890, Score: ⬛⬛⬛⬛⬛
Word: creak, Count: 1890, Score: ⬛⬛⬛⬛⬛
Word: crits, Count: 1890, Score: ⬛⬛⬛⬛⬛
Word: heron, Count: 1890, Score: ⬛⬛⬛⬛⬛
Word: honer, Count: 1890, Score: ⬛⬛⬛⬛⬛
Word: pesty, Count: 1890, Score: ⬛⬛🟨⬛⬛
Word: rhone, Count: 1890, Score: ⬛⬛⬛⬛⬛
Word: hykes, Count: 1891, Score: ⬛⬛⬛⬛⬛
Word: laver, Count: 1891, Score: ⬛⬛⬛⬛⬛
Word: ravel, Count: 1891, Score: ⬛⬛⬛⬛⬛
Word: saist, Count: 1891, Score: ⬛⬛⬛⬛⬛
Word: satai, Count: 1891, Score: ⬛⬛⬛⬛⬛
Word: satis, Count: 1891, Score: ⬛⬛⬛⬛⬛
Word: sista, Count: 1891, Score: ⬛⬛⬛⬛⬛
Word: taits, Count: 1891, Score: ⬛⬛⬛⬛⬛
Word: velar, Count: 1891, Score: ⬛⬛⬛⬛⬛
Word: ports, Count: 1892, Score: ⬛⬛⬛⬛⬛
Word: prost, Count: 1892, Score: ⬛⬛⬛⬛⬛
Word: sport, Count: 1892, Score: ⬛⬛⬛⬛⬛
Word: strop, Count: 1892, Score: ⬛⬛⬛⬛⬛
Word: enorm, Count: 1894, Score: ⬛⬛⬛⬛⬛
Word: maize, Count: 1894, Score: ⬛⬛⬛⬛🟨
Word: marsh, Count: 1894, Score: ⬛⬛⬛🟨⬛
Word: mauts, Count: 1894, Score: ⬛⬛⬛⬛⬛
Word: moner, Count: 1894, Score: ⬛⬛⬛⬛⬛
Word: morne, Count: 1894, Score: ⬛⬛⬛⬛⬛
Word: syped, Count: 1894, Score: ⬛⬛⬛⬛⬛
Word: dumas, Count: 1895, Score: ⬛⬛⬛⬛⬛
Word: gives, Count: 1895, Score: ⬛⬛⬛⬛⬛
Word: mauds, Count: 1895, Score: ⬛⬛⬛⬛⬛
Word: aport, Count: 1896, Score: ⬛⬛⬛⬛⬛
Word: begat, Count: 1896, Score: ⬛⬛⬛⬛⬛
Word: eniac, Count: 1896, Score: 🟨⬛⬛⬛⬛
Word: moxas, Count: 1896, Score: ⬛⬛⬛⬛⬛
Word: porta, Count: 1896, Score: ⬛⬛⬛⬛⬛
Word: acned, Count: 1897, Score: ⬛⬛⬛⬛⬛
Word: ayelp, Count: 1897, Score: ⬛⬛🟨⬛⬛
Word: caned, Count: 1897, Score: ⬛⬛⬛⬛⬛
Word: dance, Count: 1897, Score: ⬛⬛⬛⬛⬛
Word: decan, Count: 1897, Score: ⬛⬛⬛⬛⬛
Word: dosed, Count: 1897, Score: ⬛⬛🟨⬛⬛
Word: geums, Count: 1897, Score: ⬛⬛⬛⬛⬛
Word: aglus, Count: 1898, Score: ⬛⬛⬛⬛⬛
Word: beths, Count: 1898, Score: ⬛⬛⬛⬛⬛
Word: gulas, Count: 1898, Score: ⬛⬛⬛⬛⬛
Word: gusla, Count: 1898, Score: ⬛⬛⬛⬛⬛
Word: hours, Count: 1898, Score: ⬛⬛⬛⬛⬛
Word: mensh, Count: 1898, Score: ⬛⬛⬛🟨⬛
Word: orris, Count: 1898, Score: ⬛⬛⬛⬛⬛
Word: sohur, Count: 1898, Score: ⬛⬛⬛⬛⬛
Word: abuts, Count: 1899, Score: ⬛⬛⬛⬛⬛
Word: buats, Count: 1899, Score: ⬛⬛⬛⬛⬛
Word: chuse, Count: 1899, Score: ⬛⬛⬛🟨⬛
Word: gauds, Count: 1899, Score: ⬛⬛⬛⬛⬛
Word: hoied, Count: 1899, Score: ⬛⬛⬛⬛⬛
Word: koine, Count: 1899, Score: ⬛⬛⬛⬛🟨
Word: swami, Count: 1899, Score: ⬛⬛⬛⬛⬛
Word: tabus, Count: 1899, Score: ⬛⬛⬛⬛⬛
Word: tubas, Count: 1899, Score: ⬛⬛⬛⬛⬛
Word: amort, Count: 1900, Score: ⬛⬛⬛⬛⬛
Word: ekkas, Count: 1900, Score: 🟨⬛⬛⬛⬛
Word: frons, Count: 1900, Score: ⬛⬛⬛⬛⬛
Word: igapo, Count: 1900, Score: ⬛⬛🟨⬛⬛
Word: morat, Count: 1900, Score: ⬛⬛⬛⬛⬛
Word: crost, Count: 1901, Score: ⬛⬛⬛🟨⬛
Word: heapy, Count: 1901, Score: ⬛⬛⬛⬛⬛
Word: bunas, Count: 1902, Score: ⬛⬛⬛⬛⬛
Word: decay, Count: 1902, Score: ⬛⬛⬛⬛⬛
Word: lawns, Count: 1902, Score: ⬛⬛⬛⬛⬛
Word: dupes, Count: 1904, Score: ⬛⬛⬛⬛⬛
Word: nugae, Count: 1904, Score: ⬛⬛⬛⬛🟨
Word: patus, Count: 1904, Score: ⬛⬛⬛⬛⬛
Word: spued, Count: 1904, Score: ⬛⬛⬛⬛⬛
Word: sputa, Count: 1904, Score: ⬛⬛⬛⬛⬛
Word: stupa, Count: 1904, Score: ⬛⬛⬛⬛⬛
Word: tapus, Count: 1904, Score: ⬛⬛⬛⬛⬛
Word: cagey, Count: 1905, Score: ⬛⬛⬛⬛⬛
Word: facet, Count: 1905, Score: ⬛⬛⬛⬛⬛
Word: ishes, Count: 1905, Score: ⬛⬛⬛⬛⬛
Word: marks, Count: 1905, Score: ⬛⬛⬛⬛⬛
Word: oboes, Count: 1905, Score: ⬛⬛⬛⬛⬛
Word: shies, Count: 1905, Score: ⬛⬛⬛⬛⬛
Word: wisha, Count: 1905, Score: ⬛⬛⬛⬛⬛
Word: grews, Count: 1906, Score: ⬛⬛⬛⬛⬛
Word: harks, Count: 1906, Score: ⬛⬛⬛⬛⬛
Word: lints, Count: 1906, Score: ⬛⬛⬛⬛⬛
Word: shark, Count: 1906, Score: ⬛⬛⬛⬛⬛
Word: valet, Count: 1906, Score: ⬛⬛⬛⬛⬛
Word: etens, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: naped, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: nests, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: netes, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: netts, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: paned, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: raupo, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: sente, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: sents, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: sprew, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: steen, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: stens, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: stent, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: teens, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: tenes, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: tents, Count: 1907, Score: ⬛⬛⬛⬛⬛
Word: penks, Count: 1908, Score: ⬛⬛⬛⬛⬛
Word: reest, Count: 1908, Score: ⬛⬛⬛🟨⬛
Word: reuse, Count: 1908, Score: ⬛⬛⬛🟨⬛
Word: strim, Count: 1908, Score: ⬛⬛⬛⬛⬛
Word: terse, Count: 1908, Score: ⬛⬛⬛🟨⬛
Word: trest, Count: 1908, Score: ⬛⬛⬛🟨⬛
Word: trims, Count: 1908, Score: ⬛⬛⬛⬛⬛
Word: laxer, Count: 1909, Score: ⬛⬛⬛⬛⬛
Word: relax, Count: 1909, Score: ⬛⬛⬛⬛⬛
Word: bydes, Count: 1910, Score: ⬛⬛⬛⬛⬛
Word: imago, Count: 1910, Score: ⬛⬛⬛⬛⬛
Word: nexus, Count: 1910, Score: ⬛⬛⬛⬛⬛
Word: sards, Count: 1911, Score: ⬛⬛⬛⬛⬛
Word: ample, Count: 1912, Score: ⬛⬛⬛⬛⬛
Word: gyans, Count: 1912, Score: ⬛⬛⬛⬛⬛
Word: horst, Count: 1912, Score: ⬛⬛⬛⬛⬛
Word: maple, Count: 1912, Score: ⬛⬛⬛⬛⬛
Word: pelma, Count: 1912, Score: ⬛⬛⬛⬛⬛
Word: short, Count: 1912, Score: ⬛⬛⬛⬛⬛
Word: yangs, Count: 1912, Score: ⬛⬛⬛⬛⬛
Word: lamed, Count: 1913, Score: ⬛⬛⬛⬛⬛
Word: medal, Count: 1913, Score: ⬛⬛⬛⬛⬛
Word: mused, Count: 1913, Score: ⬛⬛🟨⬛⬛
Word: stylo, Count: 1913, Score: ⬛⬛⬛⬛⬛
Word: visne, Count: 1913, Score: ⬛⬛🟨⬛⬛
Word: amour, Count: 1914, Score: ⬛⬛⬛⬛⬛
Word: awoke, Count: 1914, Score: 🟨⬛⬛⬛⬛
Word: ghest, Count: 1914, Score: ⬛⬛⬛🟨⬛
Word: flirs, Count: 1915, Score: ⬛⬛⬛⬛⬛
Word: kiefs, Count: 1915, Score: ⬛⬛🟨⬛⬛
Word: sains, Count: 1915, Score: ⬛⬛⬛⬛⬛
Word: sasin, Count: 1915, Score: ⬛⬛⬛⬛⬛
Word: yugas, Count: 1915, Score: ⬛⬛⬛⬛⬛
Word: avert, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: dorps, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: drops, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: mimes, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: mises, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: prods, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: rasta, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: ratas, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: seism, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: semie, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: semis, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: spiry, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: sprod, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: starr, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: stars, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: start, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: taras, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: tarts, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: tasar, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: taver, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: trass, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: trats, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: trave, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: tsars, Count: 1916, Score: ⬛⬛⬛⬛⬛
Word: fands, Count: 1917, Score: ⬛⬛⬛⬛⬛
Word: girns, Count: 1917, Score: ⬛⬛⬛⬛⬛
Word: goose, Count: 1917, Score: ⬛⬛⬛🟨⬛
Word: grins, Count: 1917, Score: ⬛⬛⬛⬛⬛
Word: rings, Count: 1917, Score: ⬛⬛⬛⬛⬛
Word: ulyie, Count: 1917, Score: ⬛⬛⬛⬛⬛
Word: asdic, Count: 1918, Score: ⬛🟨⬛⬛⬛
Word: cable, Count: 1918, Score: ⬛⬛⬛⬛⬛
Word: cukes, Count: 1918, Score: ⬛⬛⬛⬛⬛
Word: borts, Count: 1920, Score: ⬛⬛⬛⬛⬛
Word: lyses, Count: 1920, Score: ⬛⬛⬛⬛⬛
Word: onely, Count: 1920, Score: ⬛⬛🟨⬛⬛
Word: pasty, Count: 1920, Score: ⬛⬛🟨⬛⬛
Word: seely, Count: 1920, Score: ⬛⬛⬛⬛⬛
Word: sleys, Count: 1920, Score: ⬛⬛⬛⬛⬛
Word: yells, Count: 1920, Score: ⬛⬛⬛⬛⬛
Word: balus, Count: 1921, Score: ⬛⬛⬛⬛⬛
Word: drail, Count: 1922, Score: ⬛⬛⬛⬛⬛
Word: laird, Count: 1922, Score: ⬛⬛⬛⬛⬛
Word: liard, Count: 1922, Score: ⬛⬛⬛⬛⬛
Word: lidar, Count: 1922, Score: ⬛⬛⬛⬛⬛
Word: belah, Count: 1923, Score: ⬛⬛⬛⬛⬛
Word: cymae, Count: 1923, Score: ⬛⬛⬛⬛🟨
Word: eloin, Count: 1923, Score: 🟨⬛⬛⬛⬛
Word: gajos, Count: 1923, Score: ⬛⬛⬛⬛⬛
Word: grasp, Count: 1923, Score: ⬛⬛⬛🟨⬛
Word: hable, Count: 1923, Score: ⬛⬛⬛⬛⬛
Word: luxes, Count: 1923, Score: ⬛⬛⬛⬛⬛
Word: poeps, Count: 1923, Score: ⬛⬛🟨⬛⬛
Word: preon, Count: 1923, Score: ⬛⬛⬛⬛⬛
Word: prone, Count: 1923, Score: ⬛⬛⬛⬛⬛
Word: speos, Count: 1923, Score: ⬛⬛🟨⬛⬛
Word: drips, Count: 1924, Score: ⬛⬛⬛⬛⬛
Word: metro, Count: 1924, Score: ⬛⬛⬛⬛⬛
Word: pioys, Count: 1924, Score: ⬛⬛⬛⬛⬛
Word: curie, Count: 1925, Score: ⬛⬛⬛⬛⬛
Word: drole, Count: 1925, Score: ⬛⬛⬛⬛⬛
Word: korat, Count: 1925, Score: ⬛⬛⬛⬛⬛
Word: older, Count: 1925, Score: ⬛⬛⬛⬛⬛
Word: tarok, Count: 1925, Score: ⬛⬛⬛⬛⬛
Word: troak, Count: 1925, Score: ⬛⬛⬛⬛⬛
Word: ureic, Count: 1925, Score: ⬛⬛⬛⬛⬛
Word: leafy, Count: 1926, Score: ⬛⬛⬛⬛⬛
Word: moist, Count: 1926, Score: ⬛⬛⬛⬛⬛
Word: moits, Count: 1926, Score: ⬛⬛⬛⬛⬛
Word: motis, Count: 1926, Score: ⬛⬛⬛⬛⬛
Word: omits, Count: 1926, Score: ⬛⬛⬛⬛⬛
Word: actor, Count: 1927, Score: ⬛⬛⬛⬛⬛
Word: bauds, Count: 1927, Score: ⬛⬛⬛⬛⬛
Word: boose, Count: 1927, Score: ⬛⬛⬛🟨⬛
Word: budas, Count: 1927, Score: ⬛⬛⬛⬛⬛
Word: daubs, Count: 1927, Score: ⬛⬛⬛⬛⬛
Word: hayed, Count: 1927, Score: ⬛⬛⬛⬛⬛
Word: heady, Count: 1927, Score: ⬛⬛⬛⬛⬛
Word: obese, Count: 1927, Score: ⬛⬛⬛🟨⬛
Word: taroc, Count: 1927, Score: ⬛⬛⬛⬛⬛
Word: crone, Count: 1928, Score: ⬛⬛⬛⬛⬛
Word: curls, Count: 1928, Score: ⬛⬛⬛⬛⬛
Word: kants, Count: 1928, Score: ⬛⬛⬛⬛⬛
Word: karsy, Count: 1928, Score: ⬛⬛⬛🟨⬛
Word: koses, Count: 1928, Score: ⬛⬛⬛⬛⬛
Word: oncer, Count: 1928, Score: ⬛⬛⬛⬛⬛
Word: recon, Count: 1928, Score: ⬛⬛⬛⬛⬛
Word: sekos, Count: 1928, Score: ⬛⬛⬛⬛⬛
Word: sokes, Count: 1928, Score: ⬛⬛⬛⬛⬛
Word: stank, Count: 1928, Score: ⬛⬛⬛⬛⬛
Word: tanks, Count: 1928, Score: ⬛⬛⬛⬛⬛
Word: thesp, Count: 1928, Score: ⬛⬛⬛⬛⬛
Word: yaups, Count: 1928, Score: ⬛⬛⬛⬛⬛
Word: inert, Count: 1929, Score: ⬛⬛⬛⬛⬛
Word: inter, Count: 1929, Score: ⬛⬛⬛⬛⬛
Word: niter, Count: 1929, Score: ⬛⬛⬛⬛⬛
Word: nitre, Count: 1929, Score: ⬛⬛⬛⬛⬛
Word: pixes, Count: 1929, Score: ⬛⬛⬛⬛⬛
Word: skald, Count: 1929, Score: ⬛⬛⬛⬛⬛
Word: trine, Count: 1929, Score: ⬛⬛⬛⬛⬛
Word: admen, Count: 1930, Score: ⬛⬛⬛⬛⬛
Word: amend, Count: 1930, Score: ⬛⬛⬛⬛⬛
Word: deman, Count: 1930, Score: ⬛⬛⬛⬛⬛
Word: maned, Count: 1930, Score: ⬛⬛⬛⬛⬛
Word: menad, Count: 1930, Score: ⬛⬛⬛⬛⬛
Word: named, Count: 1930, Score: ⬛⬛⬛⬛⬛
Word: voema, Count: 1930, Score: ⬛⬛⬛⬛🟨
Word: tsuba, Count: 1931, Score: ⬛🟨⬛⬛⬛
Word: yogis, Count: 1931, Score: ⬛⬛⬛⬛⬛
Word: ethal, Count: 1932, Score: 🟨⬛⬛⬛⬛
Word: leuco, Count: 1932, Score: ⬛⬛⬛⬛⬛
Word: demoi, Count: 1933, Score: ⬛⬛⬛⬛⬛
Word: spume, Count: 1933, Score: ⬛⬛⬛⬛⬛
Word: linds, Count: 1934, Score: ⬛⬛⬛⬛⬛
Word: sworn, Count: 1934, Score: ⬛⬛⬛⬛⬛
Word: luter, Count: 1935, Score: ⬛⬛⬛⬛⬛
Word: ogler, Count: 1935, Score: ⬛⬛⬛⬛⬛
Word: pubes, Count: 1935, Score: ⬛⬛⬛⬛⬛
Word: wersh, Count: 1935, Score: ⬛⬛⬛🟨⬛
Word: areal, Count: 1936, Score: ⬛⬛⬛⬛⬛
Word: flats, Count: 1936, Score: ⬛⬛⬛⬛⬛
Word: kehua, Count: 1936, Score: ⬛⬛⬛⬛🟨
Word: laree, Count: 1936, Score: ⬛⬛⬛⬛⬛
Word: leare, Count: 1936, Score: ⬛⬛⬛⬛⬛
Word: leear, Count: 1936, Score: ⬛⬛⬛⬛⬛
Word: patsy, Count: 1936, Score: ⬛⬛⬛🟨⬛
Word: sodic, Count: 1936, Score: ⬛⬛⬛⬛⬛
Word: upsey, Count: 1936, Score: ⬛⬛🟨⬛⬛
Word: cions, Count: 1937, Score: ⬛⬛⬛⬛⬛
Word: coins, Count: 1937, Score: ⬛⬛⬛⬛⬛
Word: icons, Count: 1937, Score: ⬛⬛⬛⬛⬛
Word: louns, Count: 1937, Score: ⬛⬛⬛⬛⬛
Word: mamie, Count: 1937, Score: ⬛⬛⬛⬛🟨
Word: nouls, Count: 1937, Score: ⬛⬛⬛⬛⬛
Word: okapi, Count: 1937, Score: ⬛⬛🟨⬛⬛
Word: pagle, Count: 1937, Score: ⬛⬛⬛⬛⬛
Word: plage, Count: 1937, Score: ⬛⬛⬛⬛⬛
Word: scion, Count: 1937, Score: ⬛⬛⬛⬛⬛
Word: shiur, Count: 1937, Score: ⬛⬛⬛⬛⬛
Word: sonic, Count: 1937, Score: ⬛⬛⬛⬛⬛
Word: aleph, Count: 1938, Score: ⬛⬛🟨⬛⬛
Word: amber, Count: 1938, Score: ⬛⬛⬛⬛⬛
Word: baize, Count: 1938, Score: ⬛⬛⬛⬛🟨
Word: brame, Count: 1938, Score: ⬛⬛⬛⬛⬛
Word: bream, Count: 1938, Score: ⬛⬛⬛⬛⬛
Word: embar, Count: 1938, Score: ⬛⬛⬛⬛⬛
Word: latex, Count: 1939, Score: ⬛⬛⬛⬛⬛
Word: seyen, Count: 1939, Score: 🟨⬛⬛⬛⬛
Word: arked, Count: 1940, Score: ⬛⬛⬛⬛⬛
Word: daker, Count: 1940, Score: ⬛⬛⬛⬛⬛
Word: drake, Count: 1940, Score: ⬛⬛⬛⬛⬛
Word: girts, Count: 1940, Score: ⬛⬛⬛⬛⬛
Word: grits, Count: 1940, Score: ⬛⬛⬛⬛⬛
Word: raked, Count: 1940, Score: ⬛⬛⬛⬛⬛
Word: strig, Count: 1940, Score: ⬛⬛⬛⬛⬛
Word: trigs, Count: 1940, Score: ⬛⬛⬛⬛⬛
Word: coits, Count: 1941, Score: ⬛⬛⬛⬛⬛
Word: debus, Count: 1941, Score: ⬛⬛⬛⬛⬛
Word: farms, Count: 1941, Score: ⬛⬛⬛⬛⬛
Word: fends, Count: 1941, Score: ⬛⬛⬛⬛⬛
Word: kelps, Count: 1941, Score: ⬛⬛⬛⬛⬛
Word: skelp, Count: 1941, Score: ⬛⬛⬛⬛⬛
Word: spelk, Count: 1941, Score: ⬛⬛⬛⬛⬛
Word: stoic, Count: 1941, Score: ⬛⬛⬛⬛⬛
Word: extra, Count: 1942, Score: ⬛⬛⬛⬛⬛
Word: facer, Count: 1942, Score: ⬛⬛⬛⬛⬛
Word: farce, Count: 1942, Score: ⬛⬛⬛⬛⬛
Word: retax, Count: 1942, Score: ⬛⬛⬛⬛⬛
Word: taxer, Count: 1942, Score: ⬛⬛⬛⬛⬛
Word: wifes, Count: 1942, Score: ⬛⬛⬛⬛⬛
Word: kilos, Count: 1943, Score: ⬛⬛⬛⬛⬛
Word: raven, Count: 1943, Score: ⬛⬛⬛⬛⬛
Word: hovea, Count: 1944, Score: ⬛⬛⬛⬛🟨
Word: zante, Count: 1944, Score: ⬛⬛⬛⬛⬛
Word: roums, Count: 1946, Score: ⬛⬛⬛⬛⬛
Word: twals, Count: 1946, Score: ⬛⬛⬛⬛⬛
Word: grade, Count: 1947, Score: ⬛⬛⬛⬛⬛
Word: guans, Count: 1947, Score: ⬛⬛⬛⬛⬛
Word: kyats, Count: 1947, Score: ⬛⬛⬛⬛⬛
Word: mawrs, Count: 1947, Score: ⬛⬛⬛⬛⬛
Word: metol, Count: 1947, Score: ⬛⬛⬛⬛⬛
Word: motel, Count: 1947, Score: ⬛⬛⬛⬛⬛
Word: radge, Count: 1947, Score: ⬛⬛⬛⬛⬛
Word: ragde, Count: 1947, Score: ⬛⬛⬛⬛⬛
Word: raged, Count: 1947, Score: ⬛⬛⬛⬛⬛
Word: royst, Count: 1947, Score: ⬛⬛⬛🟨⬛
Word: stond, Count: 1947, Score: ⬛⬛⬛⬛⬛
Word: sugan, Count: 1947, Score: ⬛⬛⬛⬛⬛
Word: swarm, Count: 1947, Score: ⬛⬛⬛⬛⬛
Word: warms, Count: 1947, Score: ⬛⬛⬛⬛⬛
Word: parks, Count: 1948, Score: ⬛⬛⬛⬛⬛
